Gene,Log2FoldChange,pvalue
ENSG00000267595,-0.07731951,0.361310191
ENSG00000267600,0.029862591,0.68270142
ENSG00000267605,0.006856884,0.930639946
ENSG00000267632,0.034244452,0.736064022
ENSG00000267639,0.096761545,0.376647002
ENSG00000267640,0.08120039,0.105180945
ENSG00000267648,-0.136743793,0.144521597
ENSG00000267649,0.04579529,0.500653678
ENSG00000267653,-0.130193664,0.010206669
ENSG00000267655,-0.051103277,0.553783708
ENSG00000267662,0.043197231,0.639806024
ENSG00000267666,0.026866699,0.67859838
ENSG00000267667,0.020538562,0.706067098
ENSG00000267669,-1.378818344,1.27E-07
ENSG00000267676,0.029799041,0.551548259
ENSG00000267677,-0.007536253,0.870591959
ENSG00000267679,-0.006213385,0.929295642
ENSG00000267680,0.008745643,0.94758302
ENSG00000267681,-0.016828408,0.806045397
ENSG00000267682,0.051695006,0.508218157
ENSG00000267683,2.000918002,0.000636458
ENSG00000267686,-0.369051391,0.03665862
ENSG00000267691,0.005990986,0.914184795
ENSG00000267696,0.103823783,0.362974887
ENSG00000267710,0.069382173,0.34718898
ENSG00000267711,-0.089018809,0.245819984
ENSG00000267715,0.036654008,0.573845139
ENSG00000267724,-0.088922561,0.311188302
ENSG00000267731,0.118253231,0.099970318
ENSG00000267737,0.231806606,0.044546672
ENSG00000267741,-0.002682895,0.975264044
ENSG00000267742,-0.014198813,0.836877698
ENSG00000267745,-0.666844106,0.006345902
ENSG00000267750,-0.002987586,0.968534009
ENSG00000267751,0.033951313,0.476291581
ENSG00000267756,0.064791513,0.340903914
ENSG00000267759,0.085239657,0.421277508
ENSG00000267765,0.038534942,0.470549961
ENSG00000267769,0.089198684,0.238877172
ENSG00000267774,-0.118581762,0.358838532
ENSG00000267778,-0.017743474,0.773692081
ENSG00000267781,-0.01835652,0.743080256
ENSG00000267793,0.049237955,0.389542544
ENSG00000267796,-0.07423623,0.554220167
ENSG00000267801,-0.053240317,0.275157306
ENSG00000267809,-0.206268798,0.103069741
ENSG00000267834,0.059303075,0.447910642
ENSG00000267838,0.00696239,0.918948853
ENSG00000267848,-0.108144273,0.206129977
ENSG00000267855,-0.0956017,0.386778269
ENSG00000267858,0.16885115,0.239799932
ENSG00000267871,0.090928224,0.361597421
ENSG00000267886,0.010662916,0.836464593
ENSG00000267893,0.037535878,0.581834368
ENSG00000267896,-0.011785341,0.858860184
ENSG00000267904,0.044678243,0.7345352
ENSG00000267913,0.257948158,0.069517112
ENSG00000267934,-0.011454027,0.865940274
ENSG00000267939,-0.003474994,0.96498862
ENSG00000267940,-0.012147337,0.890165949
ENSG00000267957,-0.115129351,0.386571111
ENSG00000267980,0.062647253,0.271788568
ENSG00000267985,-0.047593038,0.598382111
ENSG00000268001,0.026459395,0.815222494
ENSG00000268006,0.051063046,0.67207183
ENSG00000268015,-0.02551184,0.686767774
ENSG00000268030,0.009608642,0.933810541
ENSG00000268032,0.121891792,0.31880562
ENSG00000268034,-0.323296889,0.039400582
ENSG00000268040,-0.063957369,0.303017475
ENSG00000268041,-0.043138891,0.459337904
ENSG00000268047,0.000561057,0.992677779
ENSG00000268049,-0.049348992,0.686822554
ENSG00000268061,0.125662466,0.284450398
ENSG00000268081,0.024426467,0.593513864
ENSG00000268087,0.017177319,0.896251944
ENSG00000268091,-0.001241664,0.957660929
ENSG00000268093,-0.056331189,0.515747642
ENSG00000268119,-0.048163585,0.470001456
ENSG00000268140,0.014518707,0.871690493
ENSG00000268166,0.3839988,0.028860471
ENSG00000268171,0.033736418,0.485598862
ENSG00000268172,-0.100521774,0.09625842
ENSG00000268175,0.451379442,0.029073417
ENSG00000268182,-0.002491983,0.969245118
ENSG00000268189,-0.081514936,0.167974069
ENSG00000268201,0.061729675,0.450367391
ENSG00000268205,-0.052271653,0.667325779
ENSG00000268211,0.069371989,0.222376119
ENSG00000268218,0.026049914,0.81588915
ENSG00000268222,-0.006429759,0.934081711
ENSG00000268225,0.071781844,0.535273777
ENSG00000268230,-0.029744021,0.78201437
ENSG00000268265,0.02616423,0.550623963
ENSG00000268279,-0.012188516,0.913510951
ENSG00000268282,-0.067596214,0.243894777
ENSG00000268333,0.031776962,0.581707682
ENSG00000268357,0.010199665,0.869141002
ENSG00000268362,0.022481233,0.813925401
ENSG00000268364,-0.007040256,0.941116297
ENSG00000268366,0.004320386,0.926780322
ENSG00000268388,0.216874504,0.150069993
ENSG00000268392,0.007217988,0.885821345
ENSG00000268401,0.024107006,0.421132062
ENSG00000268402,0.258276749,0.04073173
ENSG00000268403,0.058349387,0.411996035
ENSG00000268412,0.014728722,0.898013222
ENSG00000268442,0.017627428,0.753180272
ENSG00000268466,0.009849128,0.898435346
ENSG00000268471,0.165749938,0.242105778
ENSG00000268505,-0.001152687,0.988967161
ENSG00000268516,0.256177298,0.107335164
ENSG00000268518,-0.034039268,0.657537794
ENSG00000268520,0.010860005,0.779200337
ENSG00000268521,0.009778467,0.919834853
ENSG00000268533,-0.012309562,0.808490406
ENSG00000268543,-0.083452189,0.480810307
ENSG00000268545,0.013454211,0.796453951
ENSG00000268549,0.042152818,0.567377155
ENSG00000268554,0.047090583,0.490601955
ENSG00000268568,-0.390258905,0.02999014
ENSG00000268573,-0.011066623,0.913156
ENSG00000268575,0.067832493,0.572604641
ENSG00000268578,-0.015821501,0.856697795
ENSG00000268584,0.075962788,0.192735513
ENSG00000268592,-0.007294235,0.941839658
ENSG00000268601,-0.048161846,0.266648118
ENSG00000268613,0.018450586,0.85736185
ENSG00000268615,0.130160706,0.155346281
ENSG00000268649,0.012450368,0.820703486
ENSG00000268650,0.118251564,0.127027786
ENSG00000268656,0.011603824,0.782411544
ENSG00000268658,0.093794217,0.064911545
ENSG00000268670,-0.075858428,0.411229955
ENSG00000268678,-0.079257863,0.23231109
ENSG00000268688,0.028201594,0.749836121
ENSG00000268707,0.087599261,0.148561017
ENSG00000268713,0.010954537,0.924356443
ENSG00000268723,-0.060049927,0.394231127
ENSG00000268731,-0.016485941,0.71579038
ENSG00000268743,0.001196932,0.987873468
ENSG00000268746,0.00598556,0.91213134
ENSG00000268751,0.044390361,0.580771893
ENSG00000268754,0.095235864,0.323844515
ENSG00000268756,0.013229893,0.846996153
ENSG00000268798,0.133276978,0.244108372
ENSG00000268812,0.204445535,0.002686171
ENSG00000268816,-0.086377323,0.432191881
ENSG00000268836,0.018376965,0.745144529
ENSG00000268838,0.000885353,0.985514812
ENSG00000268842,0.095328762,0.228325756
ENSG00000268852,-0.072118987,0.497594844
ENSG00000268856,-0.021713729,0.815707567
ENSG00000268865,-0.193822045,0.126602343
ENSG00000268885,0.007178674,0.902090199
ENSG00000268891,-0.070269068,0.438948712
ENSG00000268894,-3.344215676,0.00056905
ENSG00000268895,-0.189378434,0.176769134
ENSG00000268896,-0.03382639,0.508770665
ENSG00000268903,0.072706936,0.30744696
ENSG00000268912,0.13001032,0.346916666
ENSG00000268913,-2.46458419,1.16E-10
ENSG00000268926,0.011636344,0.868010227
ENSG00000268927,-0.115385838,0.257056925
ENSG00000268938,0.031460823,0.556690992
ENSG00000268942,0.094894883,0.452970891
ENSG00000268947,0.086055992,0.303968813
ENSG00000268948,0.067728858,0.395497136
ENSG00000268950,-0.045728985,0.328850749
ENSG00000268951,0.079983797,0.20663088
ENSG00000268970,-0.015820262,0.878988465
ENSG00000268995,-0.02381531,0.763241407
ENSG00000268996,0.073392253,0.441855826
ENSG00000269001,0.00110233,0.993282344
ENSG00000269019,0.108164315,0.246366917
ENSG00000269028,-0.034786006,0.787228436
ENSG00000269038,0.023797516,0.762434804
ENSG00000269044,-0.121173786,0.341307784
ENSG00000269048,-0.167845853,0.077203052
ENSG00000269051,0.053102367,0.659836186
ENSG00000269054,0.001145136,0.99152068
ENSG00000269068,0.021284109,0.632294718
ENSG00000269069,0.194592956,0.136662728
ENSG00000269089,0.03092434,0.742868561
ENSG00000269102,0.054845021,0.379324812
ENSG00000269113,-0.089934626,0.348371364
ENSG00000269124,-0.082749214,0.062573677
ENSG00000269131,0.178095267,0.205489889
ENSG00000269148,0.011314636,0.861531314
ENSG00000269161,0.094721246,0.149988578
ENSG00000269165,0.256821981,0.06981476
ENSG00000269175,0.022702825,0.76990054
ENSG00000269176,0.045829519,0.367767073
ENSG00000269186,0.031459698,0.570034285
ENSG00000269190,0.113988564,0.238904804
ENSG00000269191,-0.036947388,0.609405042
ENSG00000269202,-0.053190533,0.624181005
ENSG00000269227,0.059969866,0.553873252
ENSG00000269235,-0.002107407,0.964832392
ENSG00000269243,0.047885786,0.449149811
ENSG00000269246,0.016784482,0.761516689
ENSG00000269289,-2.762359227,6.16E-05
ENSG00000269290,-0.081255808,0.462384214
ENSG00000269293,-0.431525498,0.008116736
ENSG00000269302,0.017017338,0.747571578
ENSG00000269318,-0.076388627,0.275616162
ENSG00000269337,0.208940406,0.15163167
ENSG00000269343,0.09805761,0.433597941
ENSG00000269349,-0.059490843,0.416476071
ENSG00000269352,-0.015183595,0.894420728
ENSG00000269358,0.026532148,0.557931922
ENSG00000269374,-0.017278334,0.868362242
ENSG00000269375,0.027839651,0.575136042
ENSG00000269378,-0.239005539,0.079093944
ENSG00000269386,-0.142914849,0.27912739
ENSG00000269388,0.005760815,0.953636423
ENSG00000269396,-0.138439833,0.156218922
ENSG00000269397,0.021836093,0.666249491
ENSG00000269399,0.061794107,0.631752741
ENSG00000269427,0.02468363,0.846787736
ENSG00000269430,-0.098413843,0.260991663
ENSG00000269439,0.287868691,0.079217538
ENSG00000269466,-0.048612146,0.032571975
ENSG00000269473,-0.092683338,0.357863147
ENSG00000269481,-0.01845294,0.751559547
ENSG00000269483,-0.013406598,0.860643706
ENSG00000269486,0.103116745,0.358116567
ENSG00000269501,-0.081731445,0.508181078
ENSG00000269514,0.135925969,0.156976683
ENSG00000269533,-0.009443745,0.870846678
ENSG00000269546,-0.016530798,0.782597404
ENSG00000269549,0.02531349,0.660027362
ENSG00000269578,0.040443164,0.478842949
ENSG00000269600,0.034079907,0.596502383
ENSG00000269609,0.232520971,0.130069133
ENSG00000269614,0.039872299,0.708462762
ENSG00000269637,7.07E-05,0.999816687
ENSG00000269640,0.006425506,0.949284464
ENSG00000269646,-0.019233153,0.761343013
ENSG00000269652,-0.006506112,0.934472085
ENSG00000269656,0.007576078,0.900024158
ENSG00000269657,-0.332271742,0.056645698
ENSG00000269680,-0.047498106,0.384395737
ENSG00000269688,-0.085979556,0.353628003
ENSG00000269690,0.047569858,0.713241698
ENSG00000269693,0.006745481,0.951787418
ENSG00000269696,-0.040444985,0.726947121
ENSG00000269728,-1.035102584,2.21E-06
ENSG00000269737,0.331392532,0.058258479
ENSG00000269772,-0.574594513,0.010311592
ENSG00000269781,0.004666885,0.9453761
ENSG00000269788,-0.046535582,0.414877282
ENSG00000269794,0.043474444,0.540840122
ENSG00000269800,-0.099879807,0.434250371
ENSG00000269815,0.028559223,0.672760313
ENSG00000269821,0.049910897,0.706675031
ENSG00000269825,0.114092111,0.402754512
ENSG00000269831,0.008830644,0.861769073
ENSG00000269832,-0.025144937,0.619933616
ENSG00000269834,0.404644683,0.025953288
ENSG00000269836,0.04690527,0.472037518
ENSG00000269837,0.129507302,0.348884494
ENSG00000269843,0.045892914,0.720039305
ENSG00000269845,0.014471471,0.824607238
ENSG00000269858,0.075541356,0.554318442
ENSG00000269866,-0.057094362,0.272777718
ENSG00000269867,-0.094165612,0.428857389
ENSG00000269887,0.002969412,0.960011742
ENSG00000269890,0.187431988,0.16712762
ENSG00000269892,-0.02691441,0.802086416
ENSG00000269893,0.289708399,0.067280732
ENSG00000269894,-0.061791539,0.407507989
ENSG00000269896,0.0961553,0.427715156
ENSG00000269899,0.005493798,0.928020494
ENSG00000269900,0.055344887,0.123671179
ENSG00000269901,-0.014495922,0.819550656
ENSG00000269902,-0.003753395,0.938355666
ENSG00000269903,-0.004401326,0.942814218
ENSG00000269904,0.034934262,0.748333037
ENSG00000269906,-0.048170213,0.653844482
ENSG00000269907,0.056011824,0.496176058
ENSG00000269910,-0.036632762,0.714259945
ENSG00000269918,-0.006161628,0.946645697
ENSG00000269921,0.05119279,0.505116765
ENSG00000269923,0.063634009,0.387399419
ENSG00000269925,0.026279179,0.80785823
ENSG00000269928,0.002389842,0.983848241
ENSG00000269929,-0.046166606,0.544229657
ENSG00000269930,0.115172455,0.366003543
ENSG00000269934,0.142614025,0.219044828
ENSG00000269936,-0.167749111,0.227124264
ENSG00000269937,0.220832301,0.143496715
ENSG00000269938,-0.021618899,0.803515405
ENSG00000269940,-0.309968602,0.055081457
ENSG00000269942,-0.051866591,0.450217004
ENSG00000269946,-0.014392299,0.818355226
ENSG00000269947,0.008293459,0.91586439
ENSG00000269948,0.082588629,0.195666111
ENSG00000269949,0.022961442,0.59517535
ENSG00000269951,-0.041359942,0.610658292
ENSG00000269952,0.056164996,0.305636385
ENSG00000269956,0.079389114,0.389182664
ENSG00000269958,-0.398070885,0.007269067
ENSG00000269959,1.159408831,0.003625106
ENSG00000269961,-0.007229702,0.929148633
ENSG00000269963,-0.265215852,0.064135845
ENSG00000269965,0.01770336,0.789706667
ENSG00000269967,-0.015666154,0.737546735
ENSG00000269970,-0.08330952,0.104395982
ENSG00000269973,-0.115833206,0.387536612
ENSG00000269974,0.017511797,0.756008253
ENSG00000269976,-0.058384857,0.407178092
ENSG00000269979,0.058176798,0.612790305
ENSG00000269982,-0.063184191,0.631846769
ENSG00000269983,-0.10632317,0.429640917
ENSG00000269984,0.114847628,0.336135103
ENSG00000269990,0.109193438,0.397709735
ENSG00000269994,-0.048841158,0.626662665
ENSG00000269996,0.065882339,0.61373162
ENSG00000269997,0.078615481,0.357199126
ENSG00000269998,-0.077298191,0.28396935
ENSG00000269999,-0.163213355,0.034346445
ENSG00000270001,-0.197100059,0.091063833
ENSG00000270006,0.079447398,0.329162675
ENSG00000270011,0.044071322,0.467628947
ENSG00000270012,0.049775656,0.699148718
ENSG00000270015,0.158642122,0.257846231
ENSG00000270016,0.04867637,0.419256405
ENSG00000270018,-0.043597642,0.624351782
ENSG00000270019,0.019616023,0.727605136
ENSG00000270020,-0.012298995,0.914303849
ENSG00000270021,0.106339882,0.299125883
ENSG00000270022,-0.336781519,0.007427575
ENSG00000270028,0.039632715,0.713945432
ENSG00000270030,0.055283374,0.351708774
ENSG00000270031,-0.061078596,0.062309098
ENSG00000270039,-0.004231437,0.964600187
ENSG00000270041,0.030045394,0.776090547
ENSG00000270048,0.000114637,0.999644449
ENSG00000270049,0.230473186,0.072190826
ENSG00000270055,-0.072188469,0.548351562
ENSG00000270058,0.263586225,0.100810563
ENSG00000270059,-0.062435809,0.211135124
ENSG00000270060,0.01216815,0.912252151
ENSG00000270061,0.047176524,0.53205599
ENSG00000270062,-0.029355953,0.785253699
ENSG00000270067,0.052308677,0.656090719
ENSG00000270069,0.093663373,0.449438641
ENSG00000270074,0.064096356,0.581485345
ENSG00000270081,-0.208584345,0.145185961
ENSG00000270083,-0.014196703,0.871104396
ENSG00000270084,-0.017397322,0.861482125
ENSG00000270091,-0.199018368,0.153109646
ENSG00000270092,0.085455395,0.114841615
ENSG00000270093,1.597314681,0.000764925
ENSG00000270095,0.026668718,0.611954759
ENSG00000270101,-0.371080232,0.038962168
ENSG00000270102,0.026773211,0.731344296
ENSG00000270108,-0.028823689,0.811913887
ENSG00000270109,0.009833501,0.869069876
ENSG00000270110,-0.010309499,0.854733069
ENSG00000270115,-0.030826709,0.520244187
ENSG00000270116,0.006979674,0.891054864
ENSG00000270124,0.059556288,0.348305993
ENSG00000270127,-0.009879344,0.898566157
ENSG00000270130,-0.040914656,0.407066665
ENSG00000270133,-0.029953878,0.595118464
ENSG00000270143,-0.189704764,0.18162
ENSG00000270145,0.032990841,0.461693114
ENSG00000270154,-0.047672612,0.452891554
ENSG00000270157,0.199601846,0.178307126
ENSG00000270165,0.070777186,0.133865037
ENSG00000270170,-0.187558926,0.156821108
ENSG00000270172,-0.037660385,0.756056903
ENSG00000270175,0.034744107,0.733430756
ENSG00000270177,0.015176786,0.826879508
ENSG00000270179,0.116162585,0.252481817
ENSG00000270184,-0.020586535,0.754925867
ENSG00000270189,0.138402161,0.316392315
ENSG00000270195,-0.064213245,0.580872365
ENSG00000270210,-0.066739962,0.392268196
ENSG00000270223,-0.045045006,0.691933412
ENSG00000270228,-0.049179924,0.542677963
ENSG00000270230,-0.090519087,0.204086635
ENSG00000270246,0.052714287,0.561604156
ENSG00000270257,0.048618287,0.320594414
ENSG00000270264,0.067758813,0.298929576
ENSG00000270277,-0.041371316,0.51795173
ENSG00000270294,-0.070046649,0.294163788
ENSG00000270300,0.006806663,0.907674022
ENSG00000270332,-0.048874728,0.509461306
ENSG00000270344,-0.004576351,0.945505415
ENSG00000270346,0.02455035,0.755977558
ENSG00000270362,0.090900682,0.472760424
ENSG00000270408,-0.032307117,0.50123047
ENSG00000270419,0.079817612,0.395039267
ENSG00000270426,-0.095963171,0.2252303
ENSG00000270433,-0.035908138,0.501984089
ENSG00000270441,-0.026573252,0.804563004
ENSG00000270457,0.069499425,0.190919505
ENSG00000270482,-0.001184638,0.986357669
ENSG00000270490,0.00313827,0.970029859
ENSG00000270497,0.037402216,0.609639657
ENSG00000270503,-0.016176805,0.89925966
ENSG00000270504,-0.689473161,5.70E-06
ENSG00000270510,-0.036616206,0.592692283
ENSG00000270521,0.073379432,0.327757915
ENSG00000270532,-0.0435455,0.523040835
ENSG00000270557,-0.00284394,0.964008631
ENSG00000270558,-0.06285368,0.454141711
ENSG00000270562,0.1401557,0.091104678
ENSG00000270571,-0.041760176,0.321538835
ENSG00000270578,-0.093248364,0.077368062
ENSG00000270580,-0.162130381,0.152696101
ENSG00000270581,-0.016943002,0.853432714
ENSG00000270585,-0.025183136,0.653274432
ENSG00000270587,0.029099175,0.730785498
ENSG00000270589,0.027425414,0.810669234
ENSG00000270599,-0.050854407,0.446240645
ENSG00000270605,1.169446498,0.002275035
ENSG00000270607,0.088349148,0.420788627
ENSG00000270614,-0.033630496,0.478583007
ENSG00000270659,0.01795271,0.744020107
ENSG00000270673,-0.048953363,0.491544157
ENSG00000270681,0.065070822,0.402343633
ENSG00000270689,-3.323259688,0.00084827
ENSG00000270696,0.083597533,0.499720634
ENSG00000270704,0.061091192,0.306562626
ENSG00000270714,0.01928609,0.713766114
ENSG00000270720,-0.059836297,0.324742491
ENSG00000270728,-0.021155733,0.869658216
ENSG00000270760,-0.002982022,0.951674785
ENSG00000270761,-0.039855155,0.383461368
ENSG00000270767,-0.004264174,0.938036827
ENSG00000270775,0.017909536,0.689195454
ENSG00000270788,-0.032193142,0.463800365
ENSG00000270789,0.136638825,0.265975392
ENSG00000270804,0.100988254,0.36205604
ENSG00000270808,-0.053657469,0.459091144
ENSG00000270810,-0.05029186,0.511657523
ENSG00000270820,0.183545771,0.189872491
ENSG00000270890,0.011567421,0.900326979
